State,city_name,city_type,county,percent_completed_hs,poverty_rate,Median Income,Lat,Lng
IN,Toad Hop,CDP,,100,0,-,39.4589251,-87.4636324
IN,Topeka,town,,62.3,23.9,45833,41.5392165,-85.5397059
IN,Town of Pines,town,,85.6,25.4,43214,41.6819829,-86.960309
IN,Trafalgar,town,,92.3,5.4,58869,39.4161604,-86.150823
IN,Trail Creek,town,,94.5,9.6,68148,41.6983734,-86.8591952
IN,Tri-Lakes,CDP,,97.1,1.2,57031,41.2458802,-85.4419238
IN,Troy,town,,84.7,11,34792,37.9953335,-86.7977672
IN,Ulen,town,,100,1.6,123750,40.0630964,-86.4644453
IN,Union City,city,,76.5,31.2,31238,40.201991,-84.8091287
IN,Uniondale,town,,77.7,18.9,52500,40.8306028,-85.2416379
IN,Universal,town,,80.3,16.5,29688,39.6217029,-87.4514088
IN,Upland,town,,95.4,16.3,52344,40.4755974,-85.4944168
IN,Utica,town,,88.5,9,47833,38.3336795,-85.6535729
IN,Vallonia,CDP,,58.6,2.9,29323,38.8459276,-86.0973151
IN,Valparaiso,city,,93.5,15.6,49509,41.4730948,-87.0611412
IN,Van Bibber Lake,CDP,,88.3,26.8,18854,39.7276865,-86.9295449
IN,Van Buren,town,,88.4,16.1,39688,40.6172654,-85.5046957
IN,Veedersburg,town,,84.2,17.5,54271,40.1130947,-87.2625101
IN,Vera Cruz,town,,86.1,24.3,37083,30.375855,-97.729139
IN,Vernon,town,,89.4,28.5,41667,38.9847765,-85.609412
IN,Versailles,town,,89.2,11.9,41458,39.0719988,-85.2519035
IN,Vevay,town,,81.3,18.5,35000,38.7478401,-85.0671725
IN,Vincennes,city,,85.4,23.9,35455,38.677269,-87.5286325
IN,Wabash,city,,86.2,18.3,39532,40.797821,-85.8205411
IN,Wakarusa,town,,86.9,5.3,52372,41.5361597,-86.0208334
IN,Waldron,CDP,,80,7.2,62321,39.4534557,-85.6669589
IN,Walkerton,town,,86,13.8,41156,41.4667113,-86.4830681
IN,Wallace,town,,83.3,32.7,28594,39.986431,-87.1483431
IN,Walton,town,,84.1,13.8,42974,40.6608726,-86.24194
IN,Wanatah,town,,90.8,16.3,53750,41.4305964,-86.898358
IN,Warren,town,,90.8,10.2,44088,40.6828226,-85.4271952
IN,Warren Park,town,,76.7,32,28727,39.7819866,-86.0502615
IN,Warsaw,city,,85.4,12.8,46195,41.2381,-85.8530469
IN,Washington,city,,81.1,18.2,41445,38.6592152,-87.172789
IN,Waterloo,town,,85.5,22.4,40100,41.4319946,-85.0199666
IN,Waveland,town,,83.1,20.2,45250,39.876988,-87.0444548
IN,Waynetown,town,,86.3,12.7,45068,40.0875413,-87.0597307
IN,West Baden Springs,town,,83.6,13.2,32813,38.5653318,-86.6111026
IN,West College Corner,town,,77.2,19.6,29865,39.5675514,-84.8160671
IN,Westfield,city,,96.5,4.4,86025,40.0428151,-86.1274888
IN,West Harrison,town,,73.4,37.2,24205,39.2608881,-84.8207849
IN,West Lafayette,city,,93.9,42.1,27527,40.4258686,-86.9080655
IN,West Lebanon,town,,87,13.4,40556,40.2700369,-87.38668
IN,Westphalia,CDP,,88.7,46.8,34722,38.8628239,-87.2255694
IN,West Point,CDP,,100,9.9,55294,40.3449627,-87.0428982
IN,Westport,town,,84.6,11.5,39875,39.1758853,-85.5730273
IN,West Terre Haute,town,,76,26.6,31178,39.4650363,-87.450021
IN,Westville,town,,74,25.7,46806,41.5414297,-86.9005825
IN,Wheatfield,town,,93.3,12,46250,41.193094,-87.0555805
IN,Wheatland,town,,88.3,9.3,42422,38.6636588,-87.3094598
IN,Wheeler,CDP,,85.9,2.6,53839,41.5117046,-87.1792001
IN,Whiteland,town,,94.2,4.3,67679,39.5500485,-86.0797079
IN,Whitestown,town,,95.6,8.8,73402,39.9972626,-86.3458296
IN,Whitewater,town,,86.5,18.8,39750,39.9447703,-84.8310711
IN,Whiting,city,,87.8,16.6,52586,41.6797578,-87.4944873
IN,Wilkinson,town,,90,13.9,55250,39.8858775,-85.6088646
IN,Williams,CDP,,94.2,27,43139,38.8044945,-86.6472633
IN,Williams Creek,town,,99.2,6.8,174375,39.8997622,-86.1502658
IN,Williamsport,town,,81.9,13.1,41250,40.2883704,-87.2938999
IN,Winamac,town,,85.8,21.7,38514,41.0514299,-86.6030648
IN,Winchester,city,,81.4,20.5,32273,40.1719892,-84.9813549
IN,Windfall City,town,,77.8,19.1,38365,40.3631071,-85.9564691
IN,Winfield,town,,93.8,2.2,82193,41.4255832,-87.2390447
IN,Wingate,town,,88.8,14.4,42917,40.1722616,-87.0727859
IN,Winona Lake,town,,91.4,11,51818,41.2272668,-85.8219345
IN,Winslow,town,,81.6,26.4,39375,38.382272,-87.2127863
IN,Wolcott,town,,91.2,7.3,53462,40.7580949,-87.0416838
IN,Wolcottville,town,,74.2,15.9,44671,41.5258832,-85.3666451
IN,Woodburn,city,,89.6,8.4,52989,41.1253271,-84.8532963
IN,Woodlawn Heights,town,,100,0,117500,40.1189304,-85.6935875
IN,Worthington,town,,80.5,24.1,32656,39.1250444,-86.9794531
IN,Wynnedale,town,,97.9,1.9,102917,39.8311531,-86.1974886
IN,Yeoman,town,,85.1,16.8,44375,40.6678159,-86.7241762
IN,Yorktown,town,,95.2,5.3,59833,40.1736547,-85.4941396
IN,Zanesville,town,,88.3,5.2,58000,40.9172694,-85.280528
IN,Zionsville,town,,98,2.7,107604,39.9508733,-86.261937
IA,Ackley,city,,87.1,13.8,44063,42.555534,-93.0529775
IA,Ackworth,city,,75.8,0,40000,41.3669372,-93.4727131
IA,Adair,city,,95.1,15.9,48188,41.50043,-94.6433504
IA,Adel,city,,92.2,8.9,56319,41.6144325,-94.017453
IA,Afton,city,,88.1,10.1,42137,41.0284183,-94.1975786
IA,Agency,city,,88.7,10.2,37857,40.996114,-92.3072825
IA,Ainsworth,city,,81.2,17.9,42212,41.2875208,-91.5515505
IA,Akron,city,,87.4,9.7,41161,42.8288818,-96.5594773
IA,Albert City,city,,92.3,10.5,44342,42.7778617,-94.9497833
IA,Albia,city,,86.8,13.4,44230,41.0300078,-92.811307
IA,Albion,city,,91.3,3.2,53750,42.1123909,-92.9900403
IA,Alburnett,city,,95.8,3.5,66875,42.1483285,-91.6185065
IA,Alden,city,,84.2,7.7,48173,42.5202571,-93.3760389
IA,Alexander,city,,84.4,28,39375,42.8058039,-93.4765943
IA,Algona,city,,94.4,7.4,50512,43.0699663,-94.233019
IA,Alleman,city,,96.9,1.3,81818,41.8199875,-93.611607
IA,Allerton,city,,89.1,25.9,39688,40.7063539,-93.365383
IA,Allison,city,,94.1,8.5,52750,42.7535847,-92.7952244
IA,Alta,city,,88.1,12.7,46458,42.6749812,-95.3041656
IA,Alta Vista,city,,93.1,8,40000,43.1985819,-92.4171216
IA,Alton,city,,88.8,7.2,62232,42.9874869,-96.0105735
IA,Altoona,city,,94.9,6.1,69748,41.6435514,-93.4750836
IA,Alvord,city,,95.5,3.9,53750,43.3420659,-96.3022407
IA,Amana,CDP,,98.7,0,68625,41.8025421,-91.8781829
IA,Ames,city,,97.4,30.5,41616,42.0307812,-93.6319131
IA,Anamosa,city,,90.1,19.6,41092,42.1083371,-91.2851594
IA,Anderson,CDP,,-,-,-,40.801389,-95.603889
IA,Andover,city,,89.3,0,54063,41.9791933,-90.2517961
IA,Andrew,city,,83.7,12.7,44583,42.1536292,-90.5923542
IA,Anita,city,,93.7,13.3,40429,41.4438761,-94.764146
IA,Ankeny,city,,97.3,7.8,75465,41.7317884,-93.6001278
IA,Anthon,city,,90.8,17.4,37159,42.3883232,-95.8666772
IA,Aplington,city,,87.3,11.8,51838,42.5820329,-92.8845695
IA,Arcadia,city,,92.3,5.1,54010,42.0872073,-95.0461023
IA,Archer,city,,93.3,33.5,46667,43.1152567,-95.7458465
IA,Aredale,city,,79.1,13.2,25000,42.8330278,-93.0054745
IA,Arion,city,,68.3,16.2,40750,41.9461666,-95.4594338
IA,Arispe,city,,89.8,4.8,36000,40.9494354,-94.2191198
IA,Arlington,city,,88.6,13.8,41500,42.7491501,-91.6712663
IA,Armstrong,city,,89.6,7.2,47000,43.3960697,-94.4783082
IA,Arnolds Park,city,,95.1,11.8,46518,43.3727408,-95.1238841
IA,Arthur,city,,94.1,3.8,40833,42.3357283,-95.3474528
IA,Asbury,city,,96.3,1.8,89559,42.5144462,-90.751516
IA,Ashton,city,,89.8,8.3,46250,43.3121952,-95.788072
IA,Aspinwall,city,,86.7,16.7,57500,41.911931,-95.135549
IA,Atalissa,city,,85.5,5.2,57500,41.5711357,-91.1659887
IA,Athelstan,CDP,,65.2,0,-,40.5726749,-94.542237
IA,Atkins,city,,94.6,2.7,84917,41.9969436,-91.8621262
IA,Atlantic,city,,90,15.3,37397,41.4036007,-95.0138776
IA,Auburn,city,,84,14,38021,42.2513724,-94.8777638
IA,Audubon,city,,89.7,11.6,37983,41.7180421,-94.9324868
IA,Aurelia,city,,93.1,17.8,50556,42.71276,-95.4366701
IA,Aurora,city,,86.4,12.4,47321,42.618873,-91.7284957
IA,Avoca,city,,89.9,9.7,50735,41.4766571,-95.3380549
IA,Ayrshire,city,,91,13.8,28750,43.0391346,-94.8327618
IA,Badger,city,,97.9,4.9,60536,42.6144147,-94.14607
IA,Bagley,city,,91.9,15.4,45556,41.8460964,-94.4299694
IA,Baldwin,city,,85.4,11.8,33125,42.0741832,-90.8415301
IA,Balltown,city,,78.2,4.4,55938,42.6380516,-90.868739
IA,Bancroft,city,,91.4,12,44375,43.2927386,-94.2180192
IA,Bankston,city,,95.6,1.3,113393,42.5186098,-90.9612418
IA,Barnes City,city,,81.5,32.9,37500,41.5083371,-92.4682418
IA,Barnum,city,,90.2,14.8,53750,42.5085843,-94.3652468
IA,Bartlett,CDP,,-,-,-,40.8850003,-95.7950038
IA,Bassett,city,,96.5,2.9,47813,43.062196,-92.5168492
IA,Batavia,city,,88.3,27.1,39808,40.9942123,-92.1673287
IA,Battle Creek,city,,89.7,10.3,38056,42.315544,-95.5986135
IA,Baxter,city,,90.2,8.4,53500,41.8260998,-93.1515905
IA,Bayard,city,,85.7,26,47721,41.85193,-94.5583076
IA,Beacon,city,,75.5,27.2,32917,41.2765637,-92.6815709
IA,Beaconsfield,city,,84,56,,40.8077725,-94.0505057
IA,Beaman,city,,90.5,6.9,53750,42.2197079,-92.8235341
IA,Beaver,city,,90.7,0.8,51250,42.0383148,-94.1421817
IA,Beaverdale,CDP,,90.2,8.6,57232,40.8467046,-91.2084818
IA,Bedford,city,,92.4,19.8,34750,40.666932,-94.721358
IA,Belle Plaine,city,,88.1,20,39732,41.8955529,-92.2757404
IA,Bellevue,city,,90.4,8,44089,42.2588936,-90.4257531
IA,Belmond,city,,91.8,8.3,38511,42.84608,-93.6140991
IA,Bennett,city,,84.5,6.3,50556,41.7400706,-90.9738473
IA,Bentley,CDP,,100,0,110625,41.376944,-95.62
IA,Benton,city,,91.9,2.3,57969,40.7033242,-94.3582909
IA,Berkley,city,,70,4.5,38750,41.9449834,-94.1146804
IA,Bernard,city,,93.5,5,53750,42.3120897,-90.8302883
IA,Bertram,city,,96,5.5,93750,41.9497259,-91.5354538
IA,Bettendorf,city,,97,5.5,75373,41.5262641,-90.5072573
IA,Bevington,city,,79.3,9.3,39167,41.3605472,-93.7907776
IA,Birmingham,city,,94.8,17.4,40833,40.8789129,-91.9471165
IA,Blairsburg,city,,93.4,3.6,52500,42.4814442,-93.6430922
IA,Blairstown,city,,85.8,22.5,50729,41.9086563,-92.0845119
IA,Blakesburg,city,,85.9,30.4,32500,40.9614278,-92.6341184
IA,Blanchard,city,,78.6,16.7,59375,40.5791617,-95.2216466
IA,Blencoe,city,,90.4,16.7,39792,41.9305435,-96.0819587
IA,Blockton,city,,90.5,17.3,30938,40.6155454,-94.4771826
IA,Bloomfield,city,,92.7,17.3,42234,40.7516884,-92.4149074
IA,Blue Grass,city,,89,7.7,64185,41.5089194,-90.7659767
IA,Bode,city,,86.3,15.1,41250,42.8683035,-94.2896879
IA,Bolan,CDP,,100,16.2,-,43.371906,-93.1193681
IA,Bonaparte,city,,90.4,27.4,30909,40.6980874,-91.8032228
IA,Bondurant,city,,92.3,5.9,63542,41.7019329,-93.4607681
IA,Boone,city,,94.3,10.9,46486,42.0597047,-93.8802273
IA,Bouton,city,,92.2,15.8,40625,41.8513741,-94.0091208
IA,Boxholm,city,,94.8,21.7,33750,42.1758111,-94.106069
IA,Boyden,city,,86.4,13.8,59250,43.1910906,-96.005853
IA,Braddyville,city,,97.5,12.3,50500,40.5788801,-95.0299764
IA,Bradford,CDP,,88.5,0,42813,42.6330321,-93.2449247
IA,Bradgate,city,,96.3,10.4,35000,42.8030275,-94.4180271
IA,Brandon,city,,83.5,19.9,43750,42.3144359,-92.0021228
IA,Brayton,city,,85.9,11.4,37321,41.5444325,-94.9241522
IA,Breda,city,,98.4,5.9,59375,42.1816509,-94.9769338
IA,Bridgewater,city,,98.2,8.5,44107,41.2449872,-94.6688623
IA,Brighton,city,,91.2,16.7,39107,41.1747394,-91.8196149
IA,Bristow,city,,83.2,37.2,37188,42.7738635,-92.9074177
IA,Britt,city,,89.7,6.5,44432,43.0977399,-93.8018875
IA,Bronson,city,,97.1,3.9,68750,42.4108256,-96.2139129
IA,Brooklyn,city,,92.1,10.4,47284,41.7315717,-92.4453638
IA,Brunsville,city,,97.5,5.4,56250,42.8097123,-96.2691912
IA,Buckeye,city,,83.1,31.8,41786,42.4173398,-93.3756168
IA,Buck Grove,city,,95.2,0,30000,41.9180436,-95.3961102
IA,Buffalo,city,,84.2,6.5,44922,41.4555873,-90.7209746
IA,Buffalo Center,city,,94.6,13.5,41087,43.3857909,-93.9466193
IA,Burchinal,CDP,,100,55.2,,43.0652402,-93.2782599
IA,Burlington,city,,89.7,19.6,39586,40.8076529,-91.1128901
IA,Burr Oak,CDP,,90.1,12.7,46944,43.458857,-91.8654332
IA,Burt,city,,87.3,24.4,39333,43.1971854,-94.217741
IA,Bussey,city,,88.9,17.4,36250,41.2066696,-92.8840881
IA,Calamus,city,,95.8,8.8,55000,41.8258585,-90.7581987
IA,California Junction,CDP,,73.2,0,,41.5586034,-95.9947339
IA,Callender,city,,84.5,17.6,45313,42.3616978,-94.2952865
IA,Calmar,city,,92.1,13.5,44297,43.1835847,-91.8640482
IA,Calumet,city,,97.3,12.5,59063,42.9463676,-95.5500069
IA,Camanche,city,,96.8,17.9,56318,41.7853085,-90.2529064
IA,Cambridge,city,,92.9,6.5,54196,41.8983187,-93.5291019
IA,Cantril,city,,83.6,21.6,34583,40.6441959,-92.069899
IA,Carbon,city,,92.6,14.8,28750,41.0499871,-94.8233111
IA,Carlisle,city,,97.1,6.5,57794,41.4986013,-93.4835466
IA,Carpenter,city,,90.1,0,,43.4149647,-93.0149196
IA,Carroll,city,,91.2,11.8,43078,42.0655986,-94.8672793
IA,Carson,city,,89.4,8.1,47039,41.2366607,-95.4180561
IA,Carter Lake,city,,88,13.6,48333,41.2905534,-95.9180689
IA,Cascade,city,,88.9,17,47344,42.2986159,-91.0148618
IA,Casey,city,,90.9,18.1,40000,41.5047095,-94.5183037
IA,Castalia,city,,85.7,10,45357,43.1118201,-91.6763612
IA,Castana,city,,92.2,21,22143,42.0744332,-95.9086206
IA,Cedar Falls,city,,95.4,18.5,55808,42.5348993,-92.4453161
IA,Cedar Rapids,city,,93.5,12.3,53581,41.9778795,-91.6656232
IA,Center Junction,city,,86.4,2.2,55000,42.1161202,-91.0870939
IA,Center Point,city,,95.8,2.7,79545,42.1908265,-91.7851772
IA,Centerville,city,,87,17.6,31270,40.7290565,-92.8738196
IA,Central City,city,,95.1,6.2,54453,42.2038829,-91.5240561
IA,Centralia,city,,95.5,4.5,50938,42.4722244,-90.8370738
IA,Chapin,CDP,,85.3,0,,42.8335814,-93.2221464
IA,Chariton,city,,88.2,15.7,33167,41.0199996,-93.3140985
IA,Charles City,city,,85.5,16.8,39053,43.0663612,-92.6724112
IA,Charlotte,city,,94.4,12.6,47955,41.9603038,-90.4651329
IA,Charter Oak,city,,86.7,9.7,49167,42.0683221,-95.5916693
IA,Chatsworth,city,,81.6,10.1,,42.9162418,-96.5164815
IA,Chelsea,city,,68.4,9,41000,41.9203126,-92.3945866
IA,Cherokee,city,,86.9,14.3,40811,42.7496413,-95.5515431
IA,Chester,city,,91.2,25.8,37813,43.4910768,-92.360449
IA,Chillicothe,city,,81.5,25.8,45536,41.086327,-92.5287502
IA,Churdan,city,,91.3,21.1,38125,42.1519262,-94.4744169
IA,Cincinnati,city,,83.5,14.6,33500,40.6308482,-92.9246459
IA,Clare,city,,97.3,3.6,54583,42.5888614,-94.3460793
IA,Clarence,city,,86.8,13,44196,41.888907,-91.0565423
IA,Clarinda,city,,88,14.9,42551,40.7419352,-95.038313
IA,Clarion,city,,90.3,18.2,37583,42.7316387,-93.732992
IA,Clarksville,city,,86.6,11.5,43750,42.7847,-92.6676907
IA,Clayton,city,,90.5,0,48750,42.9038759,-91.1473518
IA,Clearfield,city,,81,11.6,32266,40.8008223,-94.4757947
IA,Clear Lake,city,,95.2,15.9,49219,43.1435564,-93.3788108
IA,Cleghorn,city,,95.8,19.7,46000,42.8122037,-95.7133746
IA,Clemons,city,,92.9,2.4,58750,42.1138755,-93.1560365
IA,Clermont,city,,90.5,11,42813,43.0035912,-91.652374
IA,Climbing Hill,CDP,,84.3,0,84063,42.341658,-96.0777952
IA,Clinton,city,,89.1,17.3,41813,41.8444735,-90.1887379
IA,Clio,city,,93.2,8.8,42083,40.6350076,-93.4513276
IA,Clive,city,,93.9,2.6,93160,41.6060873,-93.77236
IA,Clutier,city,,78.5,12.1,38125,42.0794366,-92.4021334
IA,Coalville,CDP,,96.7,27.7,41875,42.4452485,-94.1257916
IA,Coburg,city,,76,2.1,43125,40.9156997,-95.2655543
IA,Coggon,city,,87.7,10.3,51719,42.2808248,-91.5304412
IA,Coin,city,,81.8,11.9,43125,40.6544393,-95.2302597
IA,Colesburg,city,,85.4,6.5,53594,42.6394355,-91.2020781
IA,Colfax,city,,93.3,12.3,44706,41.6770762,-93.2451249
IA,College Springs,city,,91.7,16.6,31786,40.6191595,-95.1208123
IA,Collins,city,,94.3,19.7,55000,41.9027657,-93.3063179
IA,Colo,city,,93.3,10.6,49688,42.0177653,-93.3152072
IA,Columbus City,city,,65.2,9.2,56103,41.2586363,-91.3743221
IA,Columbus Junction,city,,66.8,17,49167,41.2786364,-91.3598775
IA,Colwell,city,,95.8,24.1,46250,43.1558053,-92.5940738
IA,Conesville,city,,62.4,22.6,42692,41.3819687,-91.3498791
IA,Conrad,city,,91.4,6.1,45313,42.2247077,-92.8746455
IA,Conroy,CDP,,93.7,0,46758,41.7298609,-91.9967024
IA,Conway,city,,100,0,35625,40.7485991,-94.6188551
IA,Coon Rapids,city,,92.2,16.8,44674,41.8708192,-94.6774786
IA,Coppock,city,,87.8,0,29531,41.1622416,-91.7112781
IA,Coralville,city,,95.3,12.3,58744,41.6822756,-91.5960643
IA,Corley,CDP,,81.4,18.6,,41.577316,-95.328552
IA,Corning,city,,90.7,13.3,41849,40.9869306,-94.7335843
IA,Correctionville,city,,89.7,11.4,40119,42.4749887,-95.785565
IA,Corwith,city,,90.4,7,37857,42.9927444,-93.9574516
IA,Corydon,city,,89.4,14.3,43646,40.7569499,-93.3188229
IA,Cotter,city,,94.7,0,55500,41.2919675,-91.4615474
IA,Coulter,city,,84,11.6,51250,42.7338336,-93.3698768
IA,Council Bluffs,city,,86.9,16.3,45551,41.2619444,-95.8608333
IA,Craig,city,,90.3,9.1,78125,42.8958224,-96.3097474
IA,Crawfordsville,city,,83.3,6.3,41719,41.2139905,-91.5387401
IA,Crescent,city,,88.3,2.6,81731,41.364996,-95.8580668
IA,Cresco,city,,91.2,14.7,47426,43.3813568,-92.1140547
IA,Creston,city,,93.9,15.9,40782,41.0586002,-94.3613474
IA,Cromwell,city,,97.1,5.4,62500,41.0394328,-94.4619067
IA,Crystal Lake,city,,96,13.5,34432,43.2232917,-93.7924434
IA,Cumberland,city,,89.3,31.3,26953,41.2741551,-94.8702606
IA,Cumming,city,,98.7,0.2,105000,41.4833235,-93.7624442
IA,Curlew,city,,98,12.7,31429,42.9787614,-94.7368076
IA,Cushing,city,,94.2,6.2,36667,42.4647099,-95.6750061
IA,Cylinder,city,,97.8,2.8,54750,43.0886573,-94.5508866
IA,Dakota City,city,,90.1,6.9,42708,42.7221935,-94.1971836
IA,Dallas Center,city,,95.4,1.9,69265,41.6843456,-93.9611859
IA,Dana,city,,84.1,21.7,30694,42.1072857,-94.2389006
IA,Danbury,city,,87.6,8.1,43906,42.2341562,-95.7222265
IA,Danville,city,,95.6,5.2,50694,40.8643403,-91.3146139
IA,Davenport,city,,90.6,16.6,47343,41.5236437,-90.5776367
IA,Davis City,city,,79.9,31.7,26875,40.6391684,-93.8116131
IA,Dawson,city,,79.5,34,35938,41.8426501,-94.2221108
IA,Dayton,city,,86.9,7,41406,42.2613645,-94.0685672
IA,Decatur City,city,,79.3,17.2,41250,40.7419443,-93.8338346
IA,Decorah,city,,94.8,12.1,50388,43.3033056,-91.7857092
IA,Dedham,city,,94.2,4.6,55000,41.9061833,-94.8222153
IA,Deep River,city,,85.6,11.3,38750,41.5802811,-92.3749066
IA,Defiance,city,,91.3,18.2,43500,41.8249876,-95.3386094
IA,Delaware,city,,87.7,11.6,48438,42.4752682,-91.3454214
IA,Delhi,city,,91.6,11,55000,42.4297143,-91.3309789
IA,Delmar,city,,92.3,5.3,49762,42.0022453,-90.6070804
IA,Deloit,city,,71.5,24.4,33500,42.0962471,-95.3151231
IA,Delphos,city,,30,50,11000,40.6636026,-94.3394014
IA,Delta,city,,85.2,23.5,23750,41.322788,-92.3301841
IA,Denison,city,,66,28.1,44622,42.024988,-95.3588867
IA,Denmark,CDP,,86.7,12,40833,40.7417052,-91.3373735
IA,Denver,city,,97.7,5.4,55500,42.6713718,-92.3374045
IA,Derby,city,,84.6,22.7,48750,40.931668,-93.4563244
IA,Des Moines,city,,87.3,20,46290,41.5868353,-93.6249593
IA,De Soto,city,,93.6,6.1,56250,41.5315745,-94.0077785
IA,De Witt,city,,96.6,12,58750,41.8239952,-90.5389662
IA,Dexter,city,,95.2,11.3,54688,41.5183216,-94.2263482
IA,Diagonal,city,,84,15.5,37222,40.8094349,-94.3421793
IA,Diamondhead Lake,CDP,,83.7,0,88750,41.5519057,-94.2570505
IA,Dickens,city,,89,25.9,45625,43.1313557,-95.0236013
IA,Dike,city,,96.9,3.6,67500,42.4641498,-92.6282497
IA,Dixon,city,,96.4,6.2,44688,41.7428049,-90.7823673
IA,Dolliver,city,,72.9,12.5,49583,43.4653322,-94.615572
IA,Donahue,city,,92.5,4.4,78750,41.6947513,-90.675419
IA,Donnellson,city,,91.4,14.8,37656,40.6428152,-91.5646028
IA,Doon,city,,88.3,5.6,52708,43.2794231,-96.2328025
IA,Douds,CDP,,100,0,37857,40.8394673,-92.0865655
IA,Dougherty,city,,90.2,4.4,49375,42.9221925,-93.0421421
IA,Dow City,city,,85.6,23.3,36750,41.9288774,-95.4938899
IA,Dows,city,,90.9,6.8,36875,42.656564,-93.5010558
IA,Drakesville,city,,84.5,14.7,30625,40.7983533,-92.4815754
IA,Dubuque,city,,91.3,16.2,47450,42.5005583,-90.6645718
IA,Dumont,city,,87.6,20.2,47917,42.748585,-92.9724184
IA,Duncan,CDP,,55.8,54.7,,43.1046831,-93.7113274
IA,Duncombe,city,,88,10.3,37188,42.4703633,-93.9932858
IA,Dundee,city,,92.5,10.5,42083,42.5791517,-91.5465384
IA,Dunkerton,city,,92.7,7.2,55938,42.5699952,-92.1609371
IA,Dunlap,city,,85.5,6.2,50000,41.8543292,-95.6019662
IA,Durango,city,,84.6,21.4,35625,42.5602775,-90.7756829
IA,Durant,city,,93.2,6.7,60625,41.5997498,-90.9107037
IA,Dyersville,city,,88.9,9.7,49392,42.4836415,-91.1140899
IA,Dysart,city,,93.1,12.1,56875,42.171659,-92.3062978
IA,Eagle Grove,city,,83.9,12.3,39654,42.6641396,-93.9044473
IA,Earlham,city,,98.5,5.3,59455,41.4915674,-94.1229834
IA,Earling,city,,86,10.4,44000,41.7765693,-95.4176808
IA,Earlville,city,,89.7,9.6,59464,42.4808256,-91.2709737
IA,Early,city,,96.8,21.4,40000,42.4613706,-95.1519373
IA,East Amana,CDP,,66.7,0,-,41.8091737,-91.851011
IA,East Peru,city,,79.2,33.3,25000,41.2269364,-93.926336
IA,Eddyville,city,,95.5,15.2,46518,41.1605646,-92.6313031
IA,Edgewood,city,,88,16.6,48214,42.6444313,-91.4012515
IA,Elberon,city,,85.2,7.7,53333,42.0061054,-92.3168534
IA,Eldon,city,,83.7,16.1,33083,40.9186301,-92.2229585
IA,Eldora,city,,88.9,9,46776,42.3680382,-93.1057576
IA,Eldridge,city,,96.6,6.7,57750,41.6580864,-90.5845822
IA,Elgin,city,,93.4,11.9,44779,42.9574811,-91.6307065
IA,Elkader,city,,96.4,5.1,46136,42.8538739,-91.4054159
IA,Elkhart,city,,92.4,10.8,51750,41.7916546,-93.5221591
IA,Elk Horn,city,,86.5,8.7,48000,41.591655,-95.0599904
IA,Elkport,city,,58.8,46.7,30250,42.7397104,-91.2779108
IA,Elk Run Heights,city,,85,3.9,52188,42.4669324,-92.256572
IA,Elliott,city,,83.3,6.7,45250,41.1491582,-95.1638809
IA,Ellston,city,,100,0,63750,40.8402713,-94.1085622
IA,Ellsworth,city,,94,9.8,53393,42.3124934,-93.5787757
IA,Elma,city,,91.4,11.2,38889,43.2466362,-92.4360102
IA,Ely,city,,98,2.9,96667,41.8736182,-91.585175
IA,Emerson,city,,93.9,6.9,51645,41.0172179,-95.4022179
IA,Emmetsburg,city,,92.6,10.8,41964,43.1127427,-94.6830357
IA,Epworth,city,,97.3,7.3,70380,42.4450016,-90.9320766
IA,Essex,city,,92.8,8.4,48500,40.8344024,-95.3073003
IA,Estherville,city,,87.4,16.2,43536,43.4013478,-94.8391532
IA,Evansdale,city,,90.2,9.5,43492,42.4691543,-92.281017
IA,Everly,city,,84.6,14.7,56250,43.1616378,-95.3280572
IA,Exira,city,,84.9,16.5,36442,41.591156,-94.8763141
IA,Exline,city,,73.8,14.1,33333,40.6491835,-92.8404762
IA,Fairbank,city,,96,7.7,58472,42.6391512,-92.0471199
IA,Fairfax,city,,97.8,1,87548,41.9194471,-91.7810132
IA,Fairfield,city,,95,17.3,37162,41.0076114,-91.9636914
IA,Farley,city,,94.9,3.6,75583,42.4444448,-91.0051339
IA,Farmersburg,city,,94.7,21.2,40938,42.9610957,-91.3679144
IA,Farmington,city,,79.2,14.1,38056,40.6403124,-91.7429429
IA,Farnhamville,city,,96.9,13.9,39375,42.2760896,-94.403859
IA,Farragut,city,,94.8,13.3,47813,40.7208593,-95.4808047
IA,Fayette,city,,86.3,25.8,28125,42.8419255,-91.8021071
IA,Fenton,city,,91.7,8,49583,43.2196851,-94.4305282
IA,Ferguson,city,,88.5,10.5,45893,41.936934,-92.8657529
IA,Fertile,city,,90.7,1.2,43393,43.2644001,-93.418263
IA,Floris,city,,88.3,20.9,44286,40.8650192,-92.3329612
IA,Floyd,city,,81.7,11.8,41250,43.1277502,-92.7363031
IA,Fonda,city,,92.6,16.7,39750,42.5813666,-94.8460957
IA,Fontanelle,city,,90,12.6,38958,41.2897097,-94.5616359
IA,Forest City,city,,93.8,8.9,46146,43.2624685,-93.6371937
IA,Fort Atkinson,city,,86.4,3.4,37813,43.1433068,-91.9326637
IA,Fort Dodge,city,,89.6,18.3,39315,42.4974694,-94.1680158
IA,Fort Madison,city,,91.7,17.7,42595,40.6297634,-91.314535
IA,Fostoria,city,,87.9,8,62917,43.2421877,-95.1555519
